"No.","average","variance","class"
326,76,1.4605934866804429,label
327,75,4.381780460041329,label
328,74,1.2780193008453875,label
329,74,1.2780193008453875,label
330,75,1.3693063937629153,label
331,73,1.18673220792786,label
332,73,6.024948132556827,label
333,73,1.18673220792786,label
334,71,1.0041580220928046,label
335,72,13.693063937629153,label
336,73,1.18673220792786,label
337,73,1.18673220792786,label
338,73,1.18673220792786,label
339,74,1.2780193008453875,label
340,72,1.0954451150103321,label
341,74,4.473067552958857,label
342,73,1.18673220792786,label
343,71,1.0041580220928046,label
344,73,1.18673220792786,label
345,72,4.655641738793912,label
346,72,1.0954451150103321,label
347,74,4.473067552958857,label
348,72,1.0954451150103321,label
349,74,1.2780193008453875,label
350,74,1.2780193008453875,label
351,71,1.0041580220928046,label
352,73,1.18673220792786,label
353,72,4.655641738793912,label
354,72,1.0954451150103321,label
355,74,1.2780193008453875,label
356,73,4.564354645876384,label
357,74,4.473067552958857,label
358,74,4.473067552958857,label
359,72,6.116235225474354,label
360,71,1.0041580220928046,label
361,71,1.0041580220928046,label
362,70,0.9128709291752769,label
363,72,1.0954451150103321,label
364,72,1.0954451150103321,label
365,72,4.655641738793912,label
366,74,1.2780193008453875,label
367,72,1.0954451150103321,label
368,72,1.0954451150103321,label
369,72,1.0954451150103321,label
370,71,1.0041580220928046,label
371,71,1.0041580220928046,label
372,73,1.18673220792786,label
373,72,1.0954451150103321,label
374,73,1.18673220792786,label
375,73,1.18673220792786,label
376,72,4.655641738793912,label
377,73,1.18673220792786,label
378,72,1.0954451150103321,label
379,71,1.0041580220928046,label
380,71,1.0041580220928046,label
381,71,1.0041580220928046,label
382,71,1.0041580220928046,label
383,73,4.564354645876384,label
384,73,1.18673220792786,label
385,75,1.3693063937629153,label
386,75,1.3693063937629153,label
387,73,1.18673220792786,label
388,74,1.2780193008453875,label
389,72,1.0954451150103321,label
390,72,1.0954451150103321,label
391,74,1.2780193008453875,label
392,73,1.18673220792786,label
393,72,1.0954451150103321,label
394,73,4.564354645876384,label
395,73,1.18673220792786,label
396,73,1.18673220792786,label
397,74,1.2780193008453875,label
